Company,Symbol,Scrip-code,Sector,Industry,Group,Face Value,ISIN No,Issuer Name
Tribhovandas Bhimji Zaveri Ltd,TBZ,534369,Equity,Active,B ,10,INE760L01018,Tribhovandas Bhimji Zaveri Limited
Vardhman Special Steels Ltd,VSSL,534392,Equity,Active,B ,10,INE050M01012,Vardhman Special Steels Ltd
Looks Health Services Ltd,LOOKS,534422,Equity,Active,XT,10,INE204N01013,Looks Health Services Limited
Speciality Restaurants Ltd,SPECIALITY,534425,Equity,Active,B ,10,INE247M01014,Speciality Restaurants Limited
Lypsa Gems & Jewellery Ltd,LYPSAGEMS,534532,Equity,Active,B ,10,INE142K01011,Lypsa Gems & Jewellery Limited
String Metaverse Ltd,META,534535,Equity,Active,T ,10,INE958L01026,STRING METAVERSE LIMITED
Rattanindia Enterprises Ltd,RTNINDIA,534597,Equity,Active,A ,2,INE834M01019,RATTANINDIA ENTERPRISES LIMITED
Sampann Utpadan India Ltd,SAMPANN,534598,Equity,Active,B ,10,INE735M01018,Sampann Utpadan India Limited
JTL Industries Ltd,JTLIND,534600,Equity,Active,B ,1,INE391J01032,JTL INDUSTRIES LIMITED
Advance Metering Technology Ltd,AMTL,534612,Equity,Active,X ,5,INE436N01029,ADVANCE METERING TECHNOLOGY LIMITED
North Eastern Carrying Corporation Ltd,NECCLTD,534615,Equity,Active,B ,10,INE553C01016,North Eastern Carrying Corporation Limited
Waaree Renewable Technologies Ltd,WAAREERTL,534618,Equity,Active,A ,2,INE299N01021,WAAREE RENEWABLE TECHNOLOGIES LIMITED
Jupiter Infomedia Ltd,JUPITERIN,534623,Equity,Active,XT,10,INE524N01014,Jupiter Infomedia Limited
Vinayak Polycon International Ltd,VINAYAKPOL,534639,Equity,Active,X ,10,INE581M01016,VINAYAK POLYCON INTERNATIONAL LIMITED
Jointeca Education Solutions Ltd,JOINTECAED,534659,Equity,Active,MT,10,INE131N01018,Jointeca Education Solutions Limited
Ducon Infratechnologies Ltd,DUCON,534674,Equity,Active,B ,1,INE741L01018,Ducon Infratechnologies Limited
Prozone Realty Ltd,PROZONER,534675,Equity,Active,B ,2,INE195N01013,PROZONE REALTY LIMITED
SRG Housing Finance Ltd,SRGHFL,534680,Equity,Active,B ,10,INE559N01010,SRG Housing Finance Limited
Comfort Commotrade Ltd,COMCL,534691,Equity,Active,X ,10,INE456N01019,Comfort Commotrade Limited
Shanti Guru Industries Ltd,SHANTIGURU,534708,Equity,Active,MT,10,INE892L01019,SHANTI GURU INDUSTRIES LIMITED
Caspian Corporate Services Ltd,CASPIAN,534732,Equity,Active,X ,10,INE176N01039,CASPIAN CORPORATE SERVICES LIMITED
Aerpace Industries Ltd,AERPACE,534733,Equity,Active,XT,1,INE175N01023,Aerpace Industries Limited
Virtual Global Education Ltd,VIRTUALG,534741,Equity,Active,X ,1,INE247C01023,VIRTUAL GLOBAL EDUCATION LTD.
Zuari Agro Chemicals Ltd,ZUARI,534742,Equity,Active,B ,10,INE840M01016,ZUARI AGRO CHEMICALS LIMITED
Steel Exchange India Ltd,STEELXIND,534748,Equity,Active,B ,1,INE503B01021,Steel Exchange India Ltd.
Trio Mercantile & Trading Ltd,TRIOMERC,534755,Equity,Active,X ,2,INE234G01022,Trio Mercantile & Trading Limited
Cigniti Technologies Ltd,CIGNITITEC,534758,Equity,Active,A ,10,INE675C01017,Cigniti Technologies Ltd
CDG Petchem Ltd,CDG,534796,Equity,Active,XT,10,INE198N01017,CDG PETCHEM LIMITED
CARE Ratings Ltd,CARERATING,534804,Equity,Active,A ,10,INE752H01013,CARE Ratings Limited
PC Jeweller Ltd,PCJEWELLER,534809,Equity,Active,A ,1,INE785M01021,PC JEWELLER LIMITED
Indus Towers Ltd,INDUSTOWER,534816,Equity,Active,A ,10,INE121J01017,INDUS TOWERS LIMITED
Covidh Technologies Ltd,COVIDH,534920,Equity,Active,XT,10,INE899M01020,COVIDH TECHNOLOGIES LIMITED
V-Mart Retail Ltd,VMART,534976,Equity,Active,A ,10,INE665J01013,V-Mart Retail Limited
NIBE Ltd,NIBE,535136,Equity,Active,B ,10,INE149O01018,NIBE LIMITED
Mukta Agriculture Ltd,MUKTA,535204,Equity,Active,X ,10,INE160O01031,Mukta Agriculture Limited
Mystic Electronics Ltd,MYSTICELE,535205,Equity,Active,X ,10,INE159O01033,Mystic Electronics Limited
Comfort Fincap Ltd,COMFINCAP,535267,Equity,Active,X ,2,INE274M01026,COMFORT FINCAP LIMITED
SBI Mutual Fund - SBI Sensex ETF,SBISENSEX,535276,Equity,Active,A ,10,INF200K01VT2,SBI Mutual Fund
Bothra Metals & Alloys Ltd,BMAL,535279,Equity,Active,M ,10,INE583M01012,Bothra Metals & Alloys Limited
Repco Home Finance Ltd,REPCOHOME,535322,Equity,Active,B ,10,INE612J01015,Repco Home Finance Limited
Lakhotia Polyesters (India) Ltd,LAKHOTIA,535387,Equity,Active,X ,10,INE191O01010,LAKHOTIA POLYESTERS (INDIA) LIMITED
GCM Securities Ltd,GCMSECU,535431,Equity,Active,B ,1,INE168O01026,GCM Securities Limited
NRB Industrial Bearings Ltd,NIBL,535458,Equity,Active,B ,2,INE047O01014,NRB INDUSTRIAL BEARINGS LIMITED
Prime Capital Market Ltd,PRIMECAPM,535514,Equity,Active,X ,10,INE748D01010,Prime Capital Market Limited
KIFS Financial Services Ltd,KIFS,535566,Equity,Active,X ,10,INE902D01013,KIFS Financial Services Ltd
Sreeleathers Ltd,SREEL,535601,Equity,Active,B ,10,INE099F01013,Sreeleathers Limited
Sharda Motor Industries Ltd,SHARDAMOTR,535602,Equity,Active,B ,2,INE597I01028,Sharda Motor Industries Ltd
Binny Mills Ltd,BINNYMILLS,535620,Equity,Active,XT,10,INE160L01011,Binny Mills Limited
S V Global Mill Ltd,SVGLOBAL,535621,Equity,Active,X ,5,INE159L01013,S V Global Mill Limited
SDC Techmedia Ltd,SDC,535647,Equity,Active,MT,10,INE807O01011,SDC TECHMEDIA LIMITED
Just Dial Ltd,JUSTDIAL,535648,Equity,Active,A ,10,INE599M01018,Just Dial Limited
ObjectOne Information Systems Ltd,OONE,535657,Equity,Active,XT,10,INE860E01011,ObjectOne Information Systems Ltd
India Finsec Ltd,IFINSEC,535667,Equity,Active,X ,10,INE474O01010,India Finsec Limited
Brahmaputra Infrastructure Ltd,BRAHMINFRA,535693,Equity,Active,X ,10,INE320I01017,BRAHMAPUTRA INFRASTRUCTURE LIMITED
Ampvolts Ltd,AMPVOLTS,535719,Equity,Active,X ,10,INE989J01017,AMPVOLTS LIMITED
Khoobsurat Ltd,KHOOBSURAT,535730,Equity,Active,X ,1,INE731G01027,Khoobsurat Ltd.
Orient Cement Ltd,ORIENTCEM,535754,Equity,Active,A ,1,INE876N01018,ORIENT CEMENT LIMITED
Aditya Birla Fashion and Retail Ltd,ABFRL,535755,Equity,Active,A ,10,INE647O01011,Aditya Birla Fashion and Retail Limited
Sammaan Capital Ltd,SAMMAANCAP,535789,Equity,Active,A ,2,INE148I01020,Sammaan Capital Limited
Money Masters Leasing & Finance Ltd,MMLF,535910,Equity,Active,B ,1,INE340O01021,Money Masters Leasing & Finance Limited
Alacrity Securities Ltd,ALSL,535916,Equity,Active,B ,10,INE030P01017,Alacrity Securities Limited
GCM Commodity & Derivatives Ltd,GCMCOMM,535917,Equity,Active,M ,10,INE200P01016,GCM Commodity & Derivatives Limited
Integra Essentia Ltd,ESSENTIA,535958,Equity,Active,B ,1,INE418N01035,Integra Essentia Limited
Julien Agro Infratech Ltd,JULIEN,536073,Equity,Active,X ,5,INE890N01027,JULIEN AGRO INFRATECH LIMITED
Tiger Logistics (India) Ltd,TIGERLOGS,536264,Equity,Active,B ,1,INE906O01029,Tiger Logistics (India) Limited
JK Agri Genetics Ltd,JKAGRI,536493,Equity,Active,X ,10,INE690O01011,JK Agri Genetics Limited
Future Lifestyle Fashions Ltd,FLFL,536507,Equity,Active,Z ,2,INE452O01016,Future Lifestyle Fashions Limited
Novelix Pharmaceuticals Ltd,NOVELIX,536565,Equity,Active,X ,10,INE314I01036,NOVELIX PHARMACEUTICALS LIMITED
PVV Infra Ltd,PVVINFRA,536659,Equity,Active,X ,5,INE428B01021,PVV Infra Limited
VCU Data Management Ltd,VCU,536672,Equity,Active,X ,10,INE962O01014,VCU Data Management Limited
IND Renewable Energy Ltd,INDRENEW,536709,Equity,Active,Z ,10,INE138O01029,IND Renewable Energy Ltd
SRG Fingrow Finance Ltd,SRGFFL,536710,Equity,Active,M ,10,INE326P01019,SRG FINGROW FINANCE LIMITED
Amrapali Capital and Finance Services Ltd,ACFSL,536737,Equity,Active,MT,10,INE218P01018,Amrapali Capital and Finance Services Limited
Stellar Capital Services Ltd,STELLAR,536738,Equity,Active,M ,10,INE325P01011,STELLAR CAPITAL SERVICES LIMITED
Jindal Poly Investment and Finance Company Ltd,JPOLYINVST,536773,Equity,Active,B ,10,INE147P01019,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED
Yuranus Infrastructure Ltd,YURANUS,536846,Equity,Active,XT,10,INE156M01017,Yuranus Infrastructure Ltd
Motilal Oswal Nifty Midcap 100 ETF,MOM100,536960,Equity,Active,B ,10,INF247L01023,Motilal Oswal Mutual Fund
B. P. Capital Ltd,BPCAP,536965,Equity,Active,XT,10,INE947C01010,B.P.Capital Ltd.
Captain Polyplast Ltd,CPL,536974,Equity,Active,X ,2,INE536P01021,CAPTAIN POLYPLAST LIMITED
ICICI Prudential Nifty 50 ETF,NIFTYIETF,537007,Equity,Active,B ,10,INF109K012R6,ICICI Prudential Mutual Fund
ICICI Prudential Nifty 100 ETF,NIF100IETF,537008,Equity,Active,B ,1,INF109KC16V9,ICICI Prudential Mutual Fund
Arnold Holdings Ltd,ARNOLD,537069,Equity,Active,X ,10,INE185K01036,Arnold Holdings Ltd
Sunil Healthcare Ltd,SUNLOC,537253,Equity,Active,X ,10,INE671C01016,Sunil Healthcare Limited
Suyog Telematics Ltd,SUYOG,537259,Equity,Active,B ,10,INE442P01014,Suyog Telematics Limited
Nath Bio-Genes (India) Ltd,NATHBIOGEN,537291,Equity,Active,B ,10,INE448G01010,Nath Biogene India Ltd.
Agri- Tech (India) Ltd,AGRITECH,537292,Equity,Active,B ,10,INE449G01018,Agri-Tech India Ltd.
Chemtech Industrial Valves Ltd,CHEMTECH,537326,Equity,Active,X ,10,INE212P01011,CHEMTECH INDUSTRIAL VALVES LIMITED
NIPPON INDIA ETF NIFTY 100,NIF100BEES,537483,Equity,Active,B ,10,INF204K014N5,Nippon India Mutual Fund
Denis Chem Lab Ltd,DENISCHEM,537536,Equity,Active,X ,10,INE051G01012,Denis Chem Lab Limited
Polymac Thermoformers Ltd,POLYMAC,537573,Equity,Active,M ,10,INE826P01018,Polymac Thermoformers Limited
Unishire Urban Infra Ltd,UNISHIRE,537582,Equity,Active,M ,10,INE210P01015,Unishire Urban Infra Limited
Laxmipati Engineering Works Ltd,LAXMIPATI,537669,Equity,Active,M ,10,INE920P01019,LAXMIPATI ENGINEERING WORKS LIMITED
Laddu Gopal Online Services Ltd,LADDU,537707,Equity,Active,XT,2,INE546I01025,LADDU GOPAL ONLINE SERVICES LIMITED
Kotak Nifty 50 ETF,NIFTY1,537708,Equity,Active,B ,1,INF174K014P6,Kotak Mahindra Mutual Fund
Shree Hanuman Sugar & Industries Ltd,HANSUGAR,537709,Equity,Active,XT,10,INE101H01013,SHREE HANUMAN SUGAR & INDUSTRIES LTD.
Kiran Vyapar Ltd,KIRANVYPAR,537750,Equity,Active,X ,10,INE555P01013,Kiran Vyapar Limited
B.C. Power Controls Ltd,BCP,537766,Equity,Active,X ,2,INE905P01028,B.C. Power Controls Limited
Karnimata Cold Storage Ltd,KCSL,537784,Equity,Active,M ,10,INE576P01019,Karnimata Cold Storage Limited
Race Eco Chain Ltd,RACE,537785,Equity,Active,B ,10,INE084Q01012,RACE ECO CHAIN LIMITED
Mangalam Industrial Finance Ltd,MANGIND,537800,Equity,Active,XT,1,INE717C01025,Mangalam Industrial Finance Limited
Viji Finance Ltd,VIJIFIN,537820,Equity,Active,T ,1,INE159N01027,VIJI FINANCE LIMITED
Phoenix Township Ltd,PHOENIXTN,537839,Equity,Active,X ,10,INE977M01024,PHOENIX TOWNSHIP LIMITED
Raunaq International Ltd,RAUNAQ,537840,Equity,Active,X ,10,INE523K01012,RAUNAQ INTERNATIONAL LIMITED
Infronics Systems Ltd,INFRONICS,537985,Equity,Active,X ,10,INE463B01036,INFRONICS SYSTEMS LIMITED
CPSE ETF,CPSEETF,538057,Equity,Active,A ,10,INF457M01133,Nippon India Mutual Fund
Haria Apparels Ltd,HARIAAPL,538081,Equity,Active,X ,10,INE493N01012,Haria Apparels Limited
Shri Vasuprada Plantations Ltd,VASUPRADA,538092,Equity,Active,X ,10,INE574G01013,SHRI VASUPRADA PLANTATIONS LIMITED
R&B Denims Ltd,RNBDENIMS,538119,Equity,Active,T ,2,INE012Q01021,R&B Denims Limited
Sharp Investments Ltd,SHARPINV,538212,Equity,Active,XT,1,INE909D01026,SHARP INVESTMENTS LTD
Wonderla Holidays Ltd,WONDERLA,538268,Equity,Active,B ,10,INE066O01014,Wonderla Holidays Limited
Response Informatics Ltd,RESPONSINF,538273,Equity,Active,X ,10,INE401B01010,Response Informatics Limited
GCM Capital Advisors Ltd,GCMCAPI,538319,Equity,Active,MT,10,INE191P01017,GCM Capital Advisors Limited
A.F. Enterprises Ltd,AFEL,538351,Equity,Active,Z ,10,INE663P01015,A.F. Enterprises Limited
Incredible Industries Ltd,INCREDIBLE,538365,Equity,Active,B ,10,INE452L01012,INCREDIBLE INDUSTRIES LIMITED
West Leisure Resorts Ltd,WESTLEIRES,538382,Equity,Active,X ,10,INE266P01017,WEST LEISURE RESORTS LIMITED
Nam Securities Ltd,NAM,538395,Equity,Active,XT,10,INE792G01011,Nam Securities Ltd.
Maestros Electronics & Telecommunications Systems Ltd,METSL,538401,Equity,Active,X ,10,INE318N01011,MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD
Jackson Investments Ltd,JACKSON,538422,Equity,Active,X ,1,INE508N01025,Jackson Investments Limited
Moneyboxx Finance Ltd,MONEYBOXX,538446,Equity,Active,B ,10,INE296Q01012,MONEYBOXX FINANCE LIMITED
Worth Investment & Trading Co Ltd,WORTH,538451,Equity,Active,X ,1,INE114O01020,Worth Investment & Trading Co Limited
Thirani Projects Ltd,TPROJECT,538464,Equity,Active,X ,10,INE901C01017,Thirani Projects Limited
Amarnath Securities Ltd,AMARSEC,538465,Equity,Active,X ,10,INE745P01010,Amarnath Securities Ltd.
Capital Trade Links Ltd,CTL,538476,Equity,Active,X ,1,INE172D01021,Capital Trade Links Limited
Tarini International Ltd,TARINI,538496,Equity,Active,M ,10,INE849M01017,Tarini International Limited
Shivamshree Businesses Ltd,SBL,538520,Equity,Active,X ,1,INE857P01021,SHIVAMSHREE BUSINESSES LIMITED
Yaan Enterprises Ltd,YAANENT,538521,Equity,Active,X ,10,INE969E01010,YAAN ENTERPRISES LIMITED
Omansh Enterprises Ltd,OMANSH,538537,Equity,Active,XT,2,INE378P01036,Omansh Enterprises Limited
Annvrridhhi  Ventures Ltd,ANVRDHI,538539,Equity,Active,XT,10,INE075K01013,ANNVRRIDHHI VENTURES LIMITED
Ramchandra Leasing & Finance Ltd,RLFL,538540,Equity,Active,XT,1,INE516P01015,Ramchandra Leasing & Finance Limited
Bansal Roofing Products Ltd,BRPL,538546,Equity,Active,B ,10,INE319Q01012,Bansal Roofing Products Limited
Arman Holdings Ltd,ARMAN,538556,Equity,Active,X ,10,INE510P01018,Arman Holdings Limited
Skipper Ltd,SKIPPER,538562,Equity,Active,A ,1,INE439E01022,Skipper Limited
SMT Engineering Ltd,SMTEL,538563,Equity,Active,XT,10,INE673E01018,SMT ENGINEERING LIMITED
James Warren Tea Ltd,JAMESWARREN,538564,Equity,Active,X ,10,INE718P01017,James Warren Tea Limited
Vistar Amar Ltd,VISTARAMAR,538565,Equity,Active,XT,10,INE878P01019,Vistar Amar Limited
Gulf Oil Lubricants India Ltd,GULFOILLUB,538567,Equity,Active,B ,2,INE635Q01029,Gulf Oil Lubricants India Limited
Fruition Venture Ltd,FRUTION,538568,Equity,Active,X ,10,INE836C01015,Fruition Venture Limited
Triveni Enterprises Ltd,TRIVENIENT,538569,Equity,Active,X ,1,INE916P01025,Triveni Enterprises Limited
Bhanderi Infracon Ltd,BHANDERI,538576,Equity,Active,MT,10,INE336Q01016,Bhanderi Infracon Limited
Zinema Media And Entertainment Ltd,ZINEMA,538579,Equity,Active,MT,10,INE641Q01019,ZINEMA MEDIA AND ENTERTAINMENT LIMITED
Cemantic Infra-Tech Ltd,CEMAINFRA,538596,Equity,Active,XT,10,INE222B01028,CEMANTIC INFRA-TECH LIMITED
TTI Enterprise Ltd,TTIENT,538597,Equity,Active,XT,10,INE404F01031,TTI Enterprise Limited
Vishal Fabrics Ltd,VISHAL,538598,Equity,Active,B ,5,INE755Q01025,Vishal Fabrics Limited
Toyam Sports Ltd,TOYAMSL,538607,Equity,Active,X ,1,INE457P01020,TOYAM SPORTS LIMITED
Gajanan Securities Services Ltd,GAJANANSEC,538609,Equity,Active,X ,10,INE868G01019,Gajanan Securities Services Ltd.
Unison Metals Ltd,UNISON,538610,Equity,Active,X ,1,INE099D01026,Unison Metals Ltd
Real Touch Finance Ltd,RTFL,538611,Equity,Active,Z ,10,INE840I01014,Real Touch Finance Limited
Vasundhara Rasayans Ltd,VRL,538634,Equity,Active,X ,10,INE406F01010,Vasundhara Rasayans Ltd.
Snowman Logistics Ltd,SNOWMAN,538635,Equity,Active,B ,10,INE734N01019,SNOWMAN LOGISTICS LIMITED
QGO Finance Ltd,QGO,538646,Equity,Active,X ,10,INE837C01013,QGO FINANCE LIMITED
Purshottam Investofin Ltd,PURSHOTTAM,538647,Equity,Active,X ,10,INE729C01020,Purshottam Investofin Limited
Hind Commerce Ltd,HCLTD,538652,Equity,Active,X ,10,INE691J01019,HIND COMMERCE LIMITED
Sharda Cropchem Ltd,SHARDACROP,538666,Equity,Active,A ,10,INE221J01015,Sharda Cropchem Limited
Sirohia & Sons Ltd,SIROHIA,538667,Equity,Active,MT,10,INE785O01019,Sirohia & Sons Limited
Meghna Infracon Infrastructure Ltd,MIIL,538668,Equity,Active,B ,10,INE898Q01015,Meghna Infracon Infrastructure Limited
City Online Services Ltd,CITYONLINE,538674,Equity,Active,Z ,10,INE158C01014,City Online Services Limited
Nippon India ETF S&P BSE Sensex,SENSEXBEES,538683,Equity,Active,A ,10,INF204KA1UN7,Nippon India Mutual Fund
Encash Entertainment Ltd,ENCASH,538684,Equity,Active,MT,10,INE552Q01018,Encash Entertainment Limited
Shemaroo Entertainment Ltd,SHEMAROO,538685,Equity,Active,B ,10,INE363M01019,SHEMAROO ENTERTAINMENT LIMITED
Ultracab (India) Ltd,ULTRACAB,538706,Equity,Active,X ,2,INE010R01023,Ultracab (India) Limited
Rajasthan Cylinders & Containers Ltd,RCCL,538707,Equity,Active,X ,10,INE929D01016,Rajasthan Cylinders & Containers Limited
Econo Trade (India) Ltd,ETIL,538708,Equity,Active,X ,10,INE937K01014,Econo Trade (India) Limited
Atishay Ltd,ATISHAY,538713,Equity,Active,X ,10,INE011R01013,Atishay Limited
Sangam Finserv Ltd,SANGAMFIN,538714,Equity,Active,X ,10,INE475D01010,Sangam Finserv Limited
Dhabriya Polywood Ltd,DHABRIYA,538715,Equity,Active,X ,10,INE260R01016,Dhabriya Polywood Limited
Aryaman Capital Markets Ltd,ARYACAPM,538716,Equity,Active,B ,10,INE229R01011,Aryaman Capital Markets Limited
PDS Ltd,PDSL,538730,Equity,Active,B ,2,INE111Q01021,PDS LIMITED
Hanman Fit Ltd,HANMAN,538731,Equity,Active,M ,10,INE982Q01017,HANMAN FIT LIMITED
Vibrant Global Capital Ltd,VGCL,538732,Equity,Active,X ,10,INE761Q01015,Vibrant Global Capital Limited
Ceinsys Tech Ltd,CEINSYS,538734,Equity,Active,B ,10,INE016Q01014,CEINSYS TECH LIMITED
Panabyte Technologies Ltd,PANABYTE,538742,Equity,Active,XT,10,INE516E01019,PANABYTE TECHNOLOGIES LIMITED
Mudunuru Ltd,MUDUNURU,538743,Equity,Active,XT,2,INE491C01027,Mudunuru Limited
JLA Infraville Shoppers Ltd,JSHL,538765,Equity,Active,M ,10,INE401Q01018,JLA Infraville Shoppers Limited
Crane Infrastructure Ltd,CRANEINFRA,538770,Equity,Active,X ,10,INE176L01017,Crane Infrastructure Limited
Niyogin Fintech Ltd,NIYOGIN,538772,Equity,Active,X ,10,INE480D01010,Niyogin Fintech Limited
Asia Capital Ltd,ASIACAP,538777,Equity,Active,XT,10,INE131Q01011,ASIA CAPITAL LIMITED
Kalyan Capitals Ltd,KALYANCAP,538778,Equity,Active,X ,2,INE149Q01021,Kalyan Capitals Limited
Citizen Infoline Ltd,CIL,538786,Equity,Active,X ,10,INE473L01018,Citizen Infoline Ltd.
Goenka Business & Finance Ltd,GBFL,538787,Equity,Active,X ,10,INE997C01015,Goenka Business & Finance Limited
Gilada Finance & Investments Ltd,GILADAFINS,538788,Equity,Active,X ,5,INE918C01029,Gilada Finance & Investments Ltd.
Jet Solar Ltd,JETSOLAR,538794,Equity,Active,MT,10,INE155R01018,JET SOLAR LIMITED
Shree Ajit Pulp And Paper Ltd,SAPPL,538795,Equity,Active,X ,10,INE185C01017,Shree Ajit Pulp And Paper Ltd
Aanchal Ispat Ltd,AANCHALISP,538812,Equity,Active,XT,10,INE322R01022,Aanchal Ispat Limited
Captain Pipes Ltd,CAPPIPES,538817,Equity,Active,B ,1,INE513R01026,Captain Pipes Limited
Kaizen Agro Infrabuild Ltd,KAIZENAGRO,538833,Equity,Active,X ,10,INE891N01017,KAIZEN AGRO INFRABUILD LIMITED
JMJ Fintech Ltd,JMJFIN,538834,Equity,Active,X ,10,INE242Q01016,JMJ Fintech Limited
Intellect Design Arena Ltd,INTELLECT,538835,Equity,Active,A ,5,INE306R01017,INTELLECT DESIGN ARENA LIMITED
Monte Carlo Fashions Ltd,MONTECARLO,538836,Equity,Active,B ,10,INE950M01013,Monte Carlo Fashions Limited
Jeevan Scientific Technology Ltd,JSTL,538837,Equity,Active,X ,10,INE237B01018,Jeevan Scientific Technology Limited
Indo Cotspin Ltd,ICL,538838,Equity,Active,X ,10,INE407P01017,Indo Cotspin Limited
Scintilla Commercial & Credit Ltd,SCC,538857,Equity,Active,XT,10,INE892C01018,Scintilla Commercial & Credit  Limited
Panafic Industrials Ltd,PANAFIC,538860,Equity,Active,X ,1,INE655P01029,PANAFIC INDUSTRIALS LTD
My Money Securities Ltd,MYMONEY,538862,Equity,Active,X ,10,INE232L01018,My Money Securities Ltd.
Sri Amarnath Finance Ltd,AMARNATH,538863,Equity,Active,X ,10,INE985Q01010,SRI AMARNATH FINANCE LIMITED
Continental Securities Ltd,CSL,538868,Equity,Active,X ,2,INE183Q01020,Continental Securities Limited
Nexus Surgical And Medicare Ltd,NEXUSSURGL,538874,Equity,Active,X ,10,INE370Q01015,NEXUS SURGICAL AND MEDICARE LIMITED
Sellwin Traders Ltd,SELLWIN,538875,Equity,Active,X ,2,INE195F01027,SELLWIN TRADERS LIMITED
Galada Finance Ltd,GALADAFIN,538881,Equity,Active,X ,10,INE243E01010,Galada Finance Limited
Emerald Finance Ltd,EMERALD,538882,Equity,Active,X ,10,INE030Q01015,Emerald Finance Limited
M.K. Exim (India) Ltd,MKEXIM,538890,Equity,Active,X ,10,INE227F01010,M. K. Exim (India) Ltd.
Magellanic Cloud Ltd,MCLOUD,538891,Equity,Active,B ,2,INE613C01026,MAGELLANIC CLOUD LIMITED
Octal Credit Capital Ltd,OCTAL,538894,Equity,Active,XT,10,INE513C01010,Octal Credit Capital Ltd.
Mihika Industries Ltd,MIHIKA,538895,Equity,Active,X ,10,INE779Q01017,Mihika Industries Ltd.
Kanchi Karpooram Ltd,KANCHI,538896,Equity,Active,X ,10,INE081G01019,Kanchi Karpooram Ltd.
Shri Niwas Leasing And Finance Ltd,SHRINIWAS,538897,Equity,Active,XT,10,INE201F01015,Shri Niwas Leasing and Finance Limited
Dhunseri Tea & Industries Ltd,DTIL,538902,Equity,Active,B ,10,INE341R01014,Dhunseri Tea & Industries Ltd
Vani Commercials Ltd,VANICOM,538918,Equity,Active,X ,10,INE661Q01017,Vani Commercials Limited
Skyline Ventures India Ltd,SKILVEN,538919,Equity,Active,X ,10,INE055Q01012,SKYLINE VENTURES INDIA  LIMITED
Vintage Coffee And Beverages Ltd,VINCOFE,538920,Equity,Active,B ,10,INE498Q01014,VINTAGE COFFEE AND BEVERAGES LIMITED
Raghuvansh Agrofarms Ltd,RAFL,538921,Equity,Active,M ,10,INE865P01016,Raghuvansh Agrofarms Limited
COSYN Ltd,COSYN,538922,Equity,Active,X ,10,INE029B01019,COSYN Limited
Sofcom Systems Ltd,SOFCOM,538923,Equity,Active,X ,10,INE499Q01012,SOFCOM SYSTEMS LIMITED
Naturite Agro Products Ltd,NAPL,538926,Equity,Active,X ,10,INE223R01014,Naturite Agro Products Limited
Karnavati Finance Ltd,KARNAVATI,538928,Equity,Active,X ,1,INE554R01020,Karnavati Finance Limited
Abhishek Finlease Ltd,ABHIFIN,538935,Equity,Active,X ,10,INE723C01015,Abhishek Finlease limited
Mercantile Ventures Ltd,MERCANTILE,538942,Equity,Active,X ,10,INE689O01013,Mercantile Ventures Limited
Sonal Mercantile Ltd,SONAL,538943,Equity,Active,X ,10,INE321M01017,Sonal Mercantile Limited
Abhinav Leasing & Finance Ltd,ALFL,538952,Equity,Active,X ,1,INE211D01027,Abhinav Leasing & Finance Limited
Genus Paper & Boards Ltd,GENUSPAPER,538961,Equity,Active,B ,1,INE949P01018,GENUS PAPER & BOARDS LIMITED
Minda Corporation Ltd,MINDACORP,538962,Equity,Active,A ,2,INE842C01021,Minda Corporation Limited
Mercury Laboratories Ltd,MERCURYLAB,538964,Equity,Active,X ,10,INE947G01011,Mercury Laboratories Limited
Concord Drugs Ltd,CONCORD,538965,Equity,Active,X ,10,INE858L01010,Concord Drugs Limited
Wardwizard Innovations & Mobility Ltd,WARDINMOBI,538970,Equity,Active,X ,1,INE945P01024,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED
Shree Securities Ltd,SHREESEC,538975,Equity,Active,Z ,1,INE397C01026,Shree Securities Ltd.
Greenlam Industries Ltd,GREENLAM,538979,Equity,Active,B ,1,INE544R01021,Greenlam Industries Ltd
Talbros Engineering Ltd,TALBROSENG,538987,Equity,Active,X ,10,INE717E01013,TALBROS ENGINEERING LIMITED
SAR Auto Products Ltd,SAPL,538992,Equity,Active,X ,10,INE002E01010,Sar  Auto Products Limited
Purohit Construction Ltd,PUROHITCON,538993,Equity,Active,XT,10,INE147J01012,Purohit Construction Limited
Jayatma Enterprises Ltd,JAYATMA,539005,Equity,Active,X ,10,INE246D01015,JAYATMA ENTERPRISES LIMITED
PTC Industries Ltd,PTCIL,539006,Equity,Active,A ,10,INE596F01018,PTC Industries Ltd.
Chennai Ferrous Industries Ltd,CHENFERRO,539011,Equity,Active,X ,10,INE777O01016,CHENNAI FERROUS INDUSTRIES LIMITED
Megri Soft Ltd,MEGRISOFT,539012,Equity,Active,X ,10,INE756R01013,Megri Soft Limited
Gita Renewable Energy Ltd,GITARENEW,539013,Equity,Active,XT,10,INE776O01018,GITA RENEWABLE ENERGY LIMITED
Kalpa Commercial Ltd,KALPACOMME,539014,Equity,Active,XT,10,INE059Q01014,Kalpa Commercial Limited
Ortel Communications Ltd,ORTEL,539015,Equity,Active,Z ,10,INE849L01019,Ortel Communications Limited
Neil Industries Ltd,NEIL,539016,Equity,Active,X ,10,INE396C01010,Neil Industries Ltd.
