Company,Symbol,Scrip-code,Sector,Industry,Group,Face Value,ISIN No,Issuer Name
Amforge Industries Ltd,AMFORG,513117,Equity,Active,X ,2,INE991A01020,Amforge Industries Ltd.
Onix Solar Energy Ltd,ONIXSOLAR,513119,Equity,Active,XT,10,INE173M01012,ONIX SOLAR ENERGY LIMITED
Oricon Enterprises Ltd,ORICONENT,513121,Equity,Active,B ,2,INE730A01022,Oricon Enterprises Ltd.
Acrow India Ltd,ACROW,513149,Equity,Active,X ,10,INE950D01012,Acrow (India) Ltd.
Steel Strips Infrastructures Ltd,STLSTRINF,513173,Equity,Active,X ,10,INE205F01016,Steel Strips Infrastructures Limited
Pennar Industries Ltd,PENIND,513228,Equity,Active,B ,5,INE932A01024,Pennar Industries Ltd.
Jyoti Structures Ltd,JYOTISTRUC,513250,Equity,Active,A ,2,INE197A01024,Jyoti Structures Ltd.
Jay Ushin Ltd,JAYUSH,513252,Equity,Active,X ,10,INE289D01015,Jay Ushin Ltd.
Steel Strips Wheels Ltd,SSWL,513262,Equity,Active,B ,1,INE802C01033,Steel Strips & Wheels Ltd
Man Industries (India) Ltd,MANINDS,513269,Equity,Active,B ,5,INE993A01026,Man Industries (India) Ltd
Imec Services Ltd,IMEC,513295,Equity,Active,X ,10,INE611C01020,IMEC SERVICES LIMITED
Modern Steels Ltd,MDRNSTL,513303,Equity,Active,X ,10,INE001F01019,Modern Steels Limited
Belding India Ltd,BELDING,513307,Equity,Active,XT,10,INE363L01045,BELDING INDIA LIMITED
Golkonda Aluminium Extrusions Ltd,GOLKONDA,513309,Equity,Active,X ,10,INE327C01031,Golkonda Aluminium Extrusions Ltd
Gujarat Toolroom Ltd,GUJTLRM,513337,Equity,Active,B ,1,INE145J01032,Gujarat Toolroom Ltd.
Grand Foundry Ltd,GFSTEELS,513343,Equity,Active,T ,4,INE534A01028,Grand Foundry Ltd.
Ajmera Realty & Infra India Ltd,AJMERA,513349,Equity,Active,B ,2,INE298G01035,Ajmera Realty & Infra India Limited
Cochin Minerals & Rutiles Ltd,COCHINM,513353,Equity,Active,X ,10,INE105D01013,Cochin Minerals & Rutile Ltd.
India Homes Ltd,INDIAHOMES,513361,Equity,Active,X ,1,INE072A01029,India Homes Limited
Krishanveer Forge Ltd,KVFORGE,513369,Equity,Active,X ,10,INE013J01016,KRISHANVEER FORGE LIMITED
Carborundum Universal Ltd,CARBORUNIV,513375,Equity,Active,A ,1,INE120A01034,Carborundum Universal Ltd.
MMTC Ltd,MMTC,513377,Equity,Active,A ,1,INE123F01029,MMTC Ltd.
Vallabh Steels Ltd,VALLABHSQ,513397,Equity,Active,X ,10,INE457E01016,Vallabh Steels ltd
Ashiana Ispat Ltd,ASHIS,513401,Equity,Active,Z ,10,INE587D01012,Ashiana Ispat Limited
P.M. Telelinnks Ltd,PMTELELIN,513403,Equity,Active,XT,10,INE092C01015,P.M. Telelinnks Limited
Smiths & Founders (India) Ltd,SMFIL,513418,Equity,Active,X ,1,INE728B01032,Smiths & Founders (India) Limited
Bloom Industries Ltd,BLOIN,513422,Equity,Active,X ,10,INE373E01015,Bloom Industries Ltd
Maitri Enterprises Ltd,MAITRI,513430,Equity,Active,X ,10,INE501L01024,Maitri Enterprises Limited
Shah Alloys Ltd,SHAHALLOYS,513436,Equity,Active,B ,10,INE640C01011,Shah Alloys Limited
Elango Industries Ltd,ELANGO,513452,Equity,Active,X ,10,INE594D01018,Elango Industries Ltd
Kanishk Steel Industries Ltd,KANSHST,513456,Equity,Active,X ,10,INE791E01018,Kanishk Steel Industries Ltd
Mahalaxmi Seamless Ltd,MAHALXSE,513460,Equity,Active,Z ,10,INE257F01017,Mahalaxmi Seamless Ltd.
Simplex Castings Ltd,SIMPLEXCAS,513472,Equity,Active,X ,10,INE658D01011,Simplex Castings Ltd.
Shree Steel Wire Ropes Ltd,SSWRL,513488,Equity,Active,X ,10,INE387D01025,Shree Steel Wire Ropes Ltd.
Sizemasters Technology Ltd,SIZEMASTER,513496,Equity,Active,XT,10,INE235U01012,SIZEMASTERS TECHNOLOGY LIMITED
Southern Magnesium & Chemicals Ltd,SOUTHMG,513498,Equity,Active,X ,10,INE308N01012,Southern Magnesium And Chemicals Lt
Baroda Extrusion Ltd,BAROEXT,513502,Equity,Active,XT,1,INE927K01023,Baroda Extrusion Ltd.
Gujarat Containers Ltd,GUJCONT,513507,Equity,Active,P ,10,INE276I01011,Gujarat Containers Ltd.
Kalyani Forge Ltd,KALYANIFRG,513509,Equity,Active,B ,10,INE314G01014,Kalyani Forge Ltd.
Panchmahal Steel Ltd,PANCHMAHQ,513511,Equity,Active,X ,10,INE798F01010,Panchmahal Steel Ltd.
Aditya Ispat Ltd,ADITYA,513513,Equity,Active,X ,10,INE570B01012,Aditya Ispat Ltd.
Steelcast Ltd,STEELCAS,513517,Equity,Active,B ,1,INE124E01038,Steelcast Ltd.
Pitti Engineering Ltd,PITTIENG,513519,Equity,Active,B ,5,INE450D01021,PITTI ENGINEERING LIMITED
Glittek Granites Ltd,GLITTEKG,513528,Equity,Active,XT,5,INE741B01027,Glittek Granites Ltd.
Pradeep Metals Ltd,PRADPME,513532,Equity,Active,X ,10,INE770A01010,Pradeep Metals Ltd.
Gujarat Natural Resources Ltd,GNRL,513536,Equity,Active,X ,10,INE207H01018,Gujarat Natural Resources Limited
Tamilnadu Steel Tubes Ltd,TNSTLTU,513540,Equity,Active,P ,10,INE176E01012,Tamilnadu Steel Tubes Ltd.
Mardia Samyoung Capillary Tubes Company Ltd,MSCTC,513544,Equity,Active,X ,10,INE277E01026,Mardia Samyoung Capillary Tubes Co.
Sharda Ispat Ltd,SHRDAIS,513548,Equity,Active,X ,10,INE385M01012,Sharda Ispat Ltd.
Mahamaya Steel Industries Ltd,MAHASTEEL,513554,Equity,Active,T ,10,INE451L01014,Mahamaya Steel Industries Limited
Nova Iron & Steel Ltd,NOVIS,513566,Equity,Active,X ,10,INE608C01026,Nova Iron & Steel Ltd.
Sterling Powergensys Ltd,STERPOW,513575,Equity,Active,X ,10,INE067E01013,Sterling Powergensys Limited
Foundry Fuel Products Ltd,FFPL,513579,Equity,Active,Z ,10,INE617C01027,Foundry Fuel Products Ltd.
Hindustan Copper Ltd,HINDCOPPER,513599,Equity,Active,A ,5,INE531E01026,Hindustan Copper Ltd.
Tulsyan NEC Ltd,TULSYAN,513629,Equity,Active,X ,10,INE463D01016,Tulsyan NEC Ltd
Axel Polymers Ltd,AXELPOLY,513642,Equity,Active,X ,10,INE197C01012,Axel Polymers Ltd.
NLC India Ltd,NLCINDIA,513683,Equity,Active,A ,10,INE589A01014,NLC India Limited
Spectra Industries Ltd,SPECTRA,513687,Equity,Active,Z ,10,INE848B01012,Spectra Industries Ltd.
KIC Metaliks Ltd,KAJARIR,513693,Equity,Active,X ,2,INE434C01027,KIC Metaliks Ltd.
Solid Stone Company Ltd,SOLIDSTON,513699,Equity,Active,X ,10,INE584G01012,Solid Stone Company Ltd.
Shilp Gravures Ltd,SHILGRAVQ,513709,Equity,Active,X ,10,INE960A01017,Shilp Gravures Ltd.
White Organic Agro Ltd,WHITEORG,513713,Equity,Active,X ,10,INE146C01019,White Organic Agro Limited
MFS Intercorp Ltd,MFSINTRCRP,513721,Equity,Active,XT,10,INE614F01019,MFS Intercorp Limited
Aro Granite Industries Ltd,AROGRANITE,513729,Equity,Active,B ,10,INE210C01013,Aro Granite Industries Ltd.
Rudra Ecovation Ltd,RUDRAECO,514010,Equity,Active,X ,1,INE723D01021,RUDRA ECOVATION LIMITED
Rajkamal Synthetics Ltd,RAJKSYN,514028,Equity,Active,X ,10,INE376L01013,Rajkamal Synthetics Ltd.
Deepak Spinners Ltd,DEEPAKSP,514030,Equity,Active,X ,10,INE272C01013,Deepak Spinners Ltd.
Loyal Textile Mills Ltd,LOYALTEX,514036,Equity,Active,T ,10,INE970D01010,Loyal Textiles Mills Ltd
Himatsingka Seide Ltd,HIMATSEIDE,514043,Equity,Active,B ,5,INE049A01027,Himatsingka Seide Ltd.
BSL Ltd,BSL,514045,Equity,Active,B ,10,INE594B01012,BSL Ltd.
Newtrac Foods & Beverages Ltd,NEWTRAC,514060,Equity,Active,X ,10,INE229N01010,NEWTRAC FOODS & BEVERAGES LIMITED
PBM Polytex Ltd,PBMPOLY,514087,Equity,Active,X ,10,INE501F01018,P.B.M. Polytex Ltd.
Adinath Textiles Ltd,ADINATH,514113,Equity,Active,X ,10,INE207C01019,Adinath Textiles Ltd.
Konark Synthetic Ltd,KONARKSY,514128,Equity,Active,Z ,10,INE517D01019,Konark Synthetics  Ltd
Suryalata Spinning Mills Ltd,SURYALA,514138,Equity,Active,X ,10,INE132C01027,Suryalata Spinning Mills Ltd.
Suryavanshi Spinning Mills Ltd,SURYVANSP,514140,Equity,Active,XT,10,INE431C01023,Suryavanshi Spinning Mills Ltd.
T T Ltd,TTL,514142,Equity,Active,T ,1,INE592B01024,T T Ltd
Welspun Living Ltd,WELSPUNLIV,514162,Equity,Active,A ,1,INE192B01031,WELSPUN LIVING LIMITED
Indian Acrylics Ltd,INDIANACRY,514165,Equity,Active,X ,10,INE862B01013,Indian Acrylics Ltd
Ganesha Ecosphere Ltd,GANECOS,514167,Equity,Active,A ,10,INE845D01014,Ganesha Ecosphere Limited
Ceeta Industries Ltd,CEETAIN,514171,Equity,Active,XT,1,INE760J01012,Ceeta Industries Ltd.
Vardhman Polytex Ltd,VARDMNPOLY,514175,Equity,Active,T ,1,INE835A01029,Vardhman Polytex Ltd.
Rishab Special Yarns Ltd,RISHYRN,514177,Equity,Active,XT,10,INE351D01013,Rishabh Special Yarns Ltd
Black Rose Industries Ltd,BLACKROSE,514183,Equity,Active,X ,1,INE761G01016,Black Rose Industries Ltd
S & T Corporation Ltd,STCORP,514197,Equity,Active,X ,2,INE110Q01023,S & T Corporation Limited
Sumeet Industries Ltd,SUMEETINDS,514211,Equity,Active,B ,2,INE235C01036,Sumeet Industries Ltd
K-Lifestyle & Industries Ltd,KLIFESTYL,514221,Equity,Active,Z ,1,INE218A01028,K-Lifestyle & Industries Limited
Ramgopal Polytex Ltd,RAMGOPOLY,514223,Equity,Active,XT,10,INE410D01017,Ramgopal Polytex Ltd
Sangam India Ltd,SANGAMIND,514234,Equity,Active,B ,10,INE495C01010,Sangam (India) Ltd
TTL Enterprises Ltd,TTLEL,514236,Equity,Active,XT,10,INE664X01025,TTL ENTERPRISES LIMITED
Mkventures Capital Ltd,MKVENTURES,514238,Equity,Active,X ,10,INE874A01010,MKVENTURES CAPITAL LIMITED
Kush Industries Ltd,KUSHIND,514240,Equity,Active,X ,10,INE979D01011,Kush Industries Limited
Sreechem Resins Ltd,SRECR,514248,Equity,Active,P ,10,INE377C01010,Sree chem Resins Ltd
Surbhi Industries Ltd,SURBHIN,514260,Equity,Active,XT,10,INE899E01019,Surbhi Industries Limited
Seasons Textiles Ltd,SEASONST,514264,Equity,Active,X ,10,INE707B01010,Seasons Textiles Ltd
Zenith Fibres Ltd,ZENIFIB,514266,Equity,Active,X ,10,INE106C01013,Zenith Fibres Limited
Bhilwara Spinners Ltd,BHILSPIN,514272,Equity,Active,X ,10,INE436C01014,Bhilwara Spinners Ltd
Varvee Global Ltd,VGL,514274,Equity,Active,B ,5,INE273D01027,VARVEE GLOBAL LIMITED
Sanrhea Technical Textiles Ltd,SANTETX,514280,Equity,Active,X ,10,INE589J01015,Sanrhea Technical Textiles Ltd.
Ashima Ltd,ASHIMASYN,514286,Equity,Active,B ,10,INE440A01010,Ashima Ltd
Pioneer Embroideries Ltd,PIONEEREMB,514300,Equity,Active,B ,10,INE156C01018,Pioneer Embroideries Ltd.
Vippy Spinpro Ltd,VIPPYSP,514302,Equity,Active,X ,10,INE660D01017,Vippy Spinpro Ltd.
Jaihind Synthetics Ltd,JAIHINDS,514312,Equity,Active,XT,10,INE156E01014,Jaihind Synthetics Ltd.
Raghuvir Synthetics Ltd,RAGHUSYN,514316,Equity,Active,X ,1,INE969C01022,Raghuvir Synthetics Ltd.
Jattashankar Industries Ltd,JATTAINDUS,514318,Equity,Active,X ,10,INE722N01014,Jattashankar Industries Limited
Kamadgiri Fashion Ltd,KAMADGIRI,514322,Equity,Active,X ,10,INE535C01013,Kamadgiri Fashion Limited
Omnitex Industries India Ltd,OMNITEX,514324,Equity,Active,XT,10,INE814D01010,Omnitex Industries (India) Ltd.
Patspin India Ltd,PATSPINLTD,514326,Equity,Active,X ,10,INE790C01014,Patspin India Ltd.
One Global Service Provider Ltd,ONEGLOBAL,514330,Equity,Active,X ,10,INE670O01013,ONE GLOBAL SERVICE PROVIDER LIMITED
Neo Infracon Ltd,NEOINFRA,514332,Equity,Active,X ,10,INE216I01017,Neo Infracon Ltd.
Genesis Ibrc India Ltd,GENESIS,514336,Equity,Active,XT,10,INE194N01016,GENESIS IBRC INDIA LIMITED
Winsome Yarns Ltd,WINSOME,514348,Equity,Active,Z ,10,INE784B01035,Winsome Yarns Ltd.
Premier Polyfilm Ltd,PREMIERPOL,514354,Equity,Active,B ,1,INE309M01020,Premier Polyfilm Ltd.
Everlon Financials Ltd,EVERFIN,514358,Equity,Active,X ,10,INE339D01034,EVERLON FINANCIALS LIMITED
K&R Rail Engineering Ltd,KRRAIL,514360,Equity,Active,X ,10,INE078T01026,K&R RAIL ENGINEERING LIMITED
Yarn Syndicate Ltd,YARNSYN,514378,Equity,Active,X ,10,INE564C01013,Yarn Syndicate Ltd.
Gujarat Cotex Ltd,GUJCOTEX,514386,Equity,Active,X ,5,INE004C01028,Gujarat Cotex Ltd
Garware Synthetics Ltd,GARWSYN,514400,Equity,Active,XT,10,INE340D01016,Garware Synthetics Ltd.
Eco Hotels And Resorts Ltd,ECOHOTELS,514402,Equity,Active,X ,10,INE638N01012,ECO HOTELS AND RESORTS LIMITED
Sarup Industries Ltd,SARUPINDUS,514412,Equity,Active,X ,10,INE305D01019,SARUP INDUSTRIES LIMITED
Oxford Industries Ltd,OXFORDIN,514414,Equity,Active,XT,10,INE114D01015,Oxford Industries ltd.
Mangalam Organics Ltd,MANORG,514418,Equity,Active,B ,10,INE370D01013,Mangalam Organics Limited
Hindustan Adhesives Ltd,HINDADH,514428,Equity,Active,X ,10,INE074C01013,Hindustan Adhesives Ltd.
Blue Pearl Agriventures Ltd,BPAGRI,514440,Equity,Active,B ,1,INE439N01031,Blue Pearl Agriventures Limited
Sri KPR Industries Ltd,SRIKPRIND,514442,Equity,Active,X ,10,INE009C01019,Sri KPR Industries Ltd
Jyoti Resins & Adhesives Ltd,JYOTIRES,514448,Equity,Active,B ,10,INE577D01013,Jyoti Resins & Adhesives Ltd
Mahalaxmi Rubtech Ltd,MHLXMIRU,514450,Equity,Active,B ,10,INE112D01035,Mahalaxmi Rubtech Ltd.
Southern Latex Ltd,SOUTLAT,514454,Equity,Active,X ,10,INE410M01018,Southern Latex Ltd.
Oswal Yarns Ltd,OSWAYRN,514460,Equity,Active,XT,10,INE670H01017,Oswal Yarns Ltd.
Winsome Textile Industries Ltd,WINSOMTX,514470,Equity,Active,B ,10,INE837B01031,Winsome Textile Industries Ltd
Modern Insulators Ltd,MODINSU,515008,Equity,Active,X ,10,INE219W01012,Modern Insulators Ltd.
Regency Ceramics Ltd,REGENCERAM,515018,Equity,Active,B ,10,INE277C01012,Regency Ceramics Ltd
Asahi India Glass Ltd,ASAHIINDIA,515030,Equity,Active,A ,1,INE439A01020,Asahi India Glass Ltd.
Murudeshwar Ceramics Ltd,MURUDCERA,515037,Equity,Active,B ,10,INE692B01014,Murudeshwar Ceramics Ltd.
Saint Gobain Sekurit India Ltd,SEKURITIND,515043,Equity,Active,B ,10,INE068B01017,Saint-Gobain Sekurit India Ltd.
Anant Raj Ltd,ANANTRAJ,515055,Equity,Active,A ,2,INE242C01024,Anant Raj Limited
Madhusudan Industries Ltd,MADHUDIN,515059,Equity,Active,X ,5,INE469C01023,Madhusudan Industries Ltd.
Restile Ceramics Ltd,RESTILE,515085,Equity,Active,X ,10,INE298E01022,Restile Ceramics Ltd.
Madhav Marbles & Granites Ltd,MADHAV,515093,Equity,Active,B ,10,INE925C01016,Madhav Marbles & Granites Ltd.
Ramasigns Industries Ltd,RAMASIGNS,515127,Equity,Active,Z ,5,INE650D01026,Ramasigns Industries Limited
Haldyn Glass Ltd,HALDYNGL,515147,Equity,Active,X ,1,INE506D01020,Haldyn Glass Limited
Duroply Industries Ltd,DUROPLY,516003,Equity,Active,X ,10,INE932D01010,DUROPLY INDUSTRIES LIMITED
Shreyans Industries Ltd,SHREYANIND,516016,Equity,Active,B ,10,INE231C01019,Shreyans Industries Limited.
Agio Paper & Industries Ltd,AGIOPAPER,516020,Equity,Active,X ,10,INE112C01011,Agio Paper & Industries Limited
Star Paper Mills Ltd,STARPAPER,516022,Equity,Active,B ,10,INE733A01018,Star Paper Mills Ltd.
Pakka Ltd,PAKKA,516030,Equity,Active,B ,10,INE551D01018,PAKKA LIMITED
Tahmar Enterprises Ltd,TAHMARENT,516032,Equity,Active,X ,1,INE385D01029,TAHMAR ENTERPRISES LIMITED
KS Smart Technologies Ltd,KSSMART,516038,Equity,Active,XT,10,INE737E01011,KS Smart Technologies Limited
National Plywood Industries Ltd,NATPLY,516062,Equity,Active,Z ,10,INE497C01016,National Plywood Industries Ltd.
Arrow Greentech Ltd,ARROWGREEN,516064,Equity,Active,B ,10,INE570D01018,Arrow Greentech Limited
Vishnu Chemicals Ltd,VISHNU,516072,Equity,Active,B ,2,INE270I01022,Vishnu Chemicals Limited
Jumbo Bag Ltd,JUMBO,516078,Equity,Active,X ,10,INE699D01015,Jumbo Bag ltd.
NR Agarwal Industries Ltd,NRAIL,516082,Equity,Active,B ,10,INE740D01017,N.R.Agarwal Industries Ltd.
3P Land Holdings Ltd,3PLAND,516092,Equity,Active,B ,2,INE105C01023,3P LAND HOLDINGS LTD.
Sangal Papers Ltd,SANPA,516096,Equity,Active,X ,10,INE384D01022,Sangal Papers Ltd.
Ventura Textiles Ltd,VENTURA,516098,Equity,Active,X ,10,INE810C01044,Ventura Textiles Ltd.
Shree Karthik Papers Ltd,SHKARTP,516106,Equity,Active,X ,5,INE538D01015,Shree Karthik Papers Ltd.
South India Paper Mills Ltd,STHINPA,516108,Equity,Active,X ,10,INE088G01014,South India Paper Mills Ltd.
Family Care Hospitals Ltd,FAMILYCARE,516110,Equity,Active,X ,10,INE146N01016,FAMILY CARE HOSPITALS LIMITED
Vindhya Telelinks Ltd,VINDHYATEL,517015,Equity,Active,B ,10,INE707A01012,Vindhya Telelinks Ltd.
RIR Power Electronics Ltd,RIR,517035,Equity,Active,B ,2,INE302D01024,RIR POWER ELECTRONICS LIMITED
Ador Welding Ltd,ADOR,517041,Equity,Active,B ,10,INE045A01017,Ador Welding Ltd.
International Data Management Ltd,IDM,517044,Equity,Active,XT,10,INE649R01010,International Data Managements Ltd.
Salzer Electronics Ltd,SALZERELEC,517059,Equity,Active,B ,10,INE457F01013,Salzer Electronics Ltd.
Jetking Infotrain Ltd,JETKINGQ,517063,Equity,Active,X ,10,INE919C01019,Jetking Infotrain Ltd.
Ind Agiv Commerce Ltd,INDAGIV,517077,Equity,Active,X ,10,INE115E01010,Ind-Agiv Commerce Ltd.
Aplab Ltd,APLAB,517096,Equity,Active,X ,10,INE273A01015,Aplab Ltd.
PCS Technology Ltd,PCS,517119,Equity,Active,X ,10,INE834B01012,PCS Technology Ltd.
Usha Martin Ltd,USHAMART,517146,Equity,Active,A ,1,INE228A01035,Usha Martin Ltd.
SPEL Semiconductor Ltd,SPELS,517166,Equity,Active,X ,10,INE252A01019,SPEL Semiconductor Ltd.
Subros Ltd,SUBROS,517168,Equity,Active,B ,2,INE287B01021,Subros Ltd.
Edvenswa Enterprises Ltd,EDVENSWA,517170,Equity,Active,X ,10,INE125G01014,Edvenswa Enterprises Limited
Pervasive Commodities Ltd,PERVASIVE,517172,Equity,Active,XT,1,INE443P01038,Pervasive Commodities Limited
Honeywell Automation India Ltd,HONAUT,517174,Equity,Active,A ,10,INE671A01010,Honeywell Automation India Ltd.
Switching Technologies Gunther Ltd,SWITCHTE,517201,Equity,Active,XT,10,INE311D01017,Switching Technologies Gunther Ltd.
Lumax Industries Ltd,LUMAXIND,517206,Equity,Active,B ,10,INE162B01018,Lumax Industries Ltd.
Digispice Technologies Ltd,DIGISPICE,517214,Equity,Active,B ,3,INE927C01020,DIGISPICE TECHNOLOGIES LIMITED
PAE Ltd,PAEL,517230,Equity,Active,XT,10,INE766A01026,PAE LTd.
Calcom Vision Ltd,CALCOM,517236,Equity,Active,X ,10,INE216C01010,Calcom Vision Ltd.
Dynavision Ltd,DYNAVSN,517238,Equity,Active,X ,10,INE083E01010,Dynavision Limited
BCC Fuba India Ltd,BCCFUBA,517246,Equity,Active,X ,10,INE788D01016,BCC Fuba India Ltd.
Precision Electronics Ltd,PRECISIO,517258,Equity,Active,X ,10,INE143C01024,Precision Electronics Ltd.
Fine Line Circuits Ltd,FINELINE,517264,Equity,Active,X ,10,INE087E01011,Fine-line Circuits Ltd.
HBL Engineering Ltd,HBLENGINE,517271,Equity,Active,A ,1,INE292B01021,HBL ENGINEERING LIMITED
S&S Power Switchgear Ltd,S&SPOWER,517273,Equity,Active,T ,10,INE902B01017,S & S Power Switchgears Ltd.
Rnit Ai Solutions Ltd,RNITAI,517286,Equity,Active,XT,10,INE335Q01026,RNIT AI SOLUTIONS LIMITED
Gujarat Poly Electronics Ltd,GUJARATPOLY,517288,Equity,Active,X ,10,INE541F01022,Gujarat Poly Electronics Limited
Gujarat Industries Power Company Ltd,GIPCL,517300,Equity,Active,B ,10,INE162A01010,Gujarat Industries Power Co. Ltd
Magnus Steel and Infra Ltd,MAGNUS,517320,Equity,Active,XT,10,INE898E01011,MAGNUS STEEL AND INFRA LIMITED
CMI Ltd,CMICABLES,517330,Equity,Active,Z ,10,INE981B01011,CMI Limited
Samvardhana Motherson International Ltd,MOTHERSON,517334,Equity,Active,A ,1,INE775A01035,Samvardhana Motherson International Limited
Modern Malleables Ltd,MODMA,517336,Equity,Active,P ,1,INE834C01028,Modern Malleables Limited
Mindteck (India) Ltd,MINDTECK,517344,Equity,Active,B ,10,INE110B01017,Mindteck (India) Ltd
Havells India Ltd,HAVELLS,517354,Equity,Active,A ,1,INE176B01034,Havells India Limited
ACI Infocom Ltd,ACIIN,517356,Equity,Active,XT,1,INE167B01025,ACI Infocom Ltd.
SBEC Systems India Ltd,SBECSYS,517360,Equity,Active,X ,10,INE689V01018,SBEC Systems (Ind) Ltd.
Incap Ltd,INCAP,517370,Equity,Active,X ,10,INE437C01012,Incap Ltd
Gujarat Intrux Ltd,GUJINTRX,517372,Equity,Active,X ,10,INE877E01015,Gujarat Intrux Limited
Igarashi Motors India Ltd,IGARASHI,517380,Equity,Active,B ,10,INE188B01013,Igarashi Motors India Ltd.
Symphony Ltd,SYMPHONY,517385,Equity,Active,B ,2,INE225D01027,Symphony Limited
Reganto Enterprises Ltd,REGANTO,517393,Equity,Active,Z ,1,INE043B01028,REGANTO ENTERPRISES LIMITED
Pan Electronics India Ltd,PANELEC,517397,Equity,Active,X ,10,INE648E01010,Pan Electronics India Ltd.
VXL Instruments Ltd,VXLINSTR,517399,Equity,Active,XT,10,INE756A01019,VXL Instruments Ltd.
Shyam Telecom Ltd,SHYAMTEL,517411,Equity,Active,B ,10,INE635A01023,Shyam Telecom Ltd.
Lee & Nee Softwares Exports Ltd,LEENEE,517415,Equity,Active,XT,10,INE791B01014,Lee & Nee Softwares (Exports) Ltd.
Patels Airtemp India Ltd,PATELSAI,517417,Equity,Active,X ,10,INE082C01024,Patels Airtemp (I) Ltd.
Butterfly Gandhimathi Appliances Ltd,BUTTERFLY,517421,Equity,Active,B ,10,INE295F01017,Butterfly Gandhimathi Appliances Limited
Integra Switchgear Ltd,INTEGSW,517423,Equity,Active,XT,10,INE0IPL01018,Integra Switchgear Ltd.
Athena Global Technologies Ltd,ATHENAGLO,517429,Equity,Active,X ,10,INE576B01019,Athena Global Technologies Limited
Narmada Macplast Drip Irrigation Systems Ltd,NARMP,517431,Equity,Active,X ,2,INE060D01028,Narmada Macplast Drip Irrigation Sy
Dutron Polymers Ltd,DUTRON,517437,Equity,Active,X ,10,INE940C01015,Dutron  Polymers Ltd.
R.S. Software (India) Ltd,RSSOFTWARE,517447,Equity,Active,B ,5,INE165B01029,R S Software India Ltd.
Magna Electro Castings Ltd,MAGNAELQ,517449,Equity,Active,X ,10,INE437D01010,Magna Electro Castings Ltd.
Marsons Ltd,MARSONS,517467,Equity,Active,B ,1,INE415B01044,MARSONS LIMITED
Elnet Technologies Ltd,ELNET,517477,Equity,Active,X ,10,INE033C01019,Elnet Technologies Ltd.
Accel Ltd,ACCEL,517494,Equity,Active,X ,2,INE258C01038,ACCEL LIMITED
Websol Energy System Ltd,WEBELSOLAR,517498,Equity,Active,A ,1,INE855C01023,Websol Energy System Limited
Roto Pumps Ltd,ROTO,517500,Equity,Active,B ,1,INE535D01037,Roto Pumps Ltd.
TTK Prestige Ltd,TTKPRESTIG,517506,Equity,Active,A ,1,INE690A01028,TTK Prestige Ltd.
D & H India Ltd,DHINDIA,517514,Equity,Active,X ,10,INE589D01018,D & H India Limited
Rajratan Global Wire Ltd,RAJRATAN,517522,Equity,Active,B ,2,INE451D01029,Rajratan Global Wire Ltd
Surana Telecom and Power Ltd,SURANAT&P,517530,Equity,Active,B ,1,INE130B01031,Surana Telecom And Power Limited
Onward Technologies Ltd,ONWARDTEC,517536,Equity,Active,B ,10,INE229A01017,Onward Technologies Ltd.
Centum Electronics Ltd,CENTUM,517544,Equity,Active,B ,10,INE320B01020,Centum Electronics Ltd
Alfa Transformers Ltd,ALFATRAN,517546,Equity,Active,X ,10,INE209C01015,Alfa Transformers ltd.
NHC Foods Ltd,NHCFOODS,517554,Equity,Active,X ,1,INE141C01036,NHC FOODS LIMITED
PVP Ventures Ltd,PVP,517556,Equity,Active,B ,10,INE362A01016,PVP Ventures Ltd
